,Article Type,URL,Has Tweet Source?,Location Tweet Source,Claims,Original tweets
23,in-the-red,https://www.abc.net.au/news/2019-02-26/fact-check-does-labors-capital-gains-tax-policy-frydenberg/10845696,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
24,in-the-red,https://www.abc.net.au/news/2018-12-12/fact-check-removal-rates-of-indigenous-children/10566014,True,"['tweeted: ""It has been nearly a decade since Kevin Rudd\'s apology, yet child removal rates have increased by 400 per cent"".']","[""It has been nearly a decade since Kevin Rudd's apology, yet child removal rates have increased by 400 per cent""]",['No tweets found']
25,in-the-red,https://www.abc.net.au/news/2018-11-21/did-the-victorian-coalition-cut-a-billion-dollars-health/10510172,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
26,in-the-red,https://www.abc.net.au/news/2018-11-09/fact-check-front-line-police-victoria/10471176,False,,['more frontline police now than ever before'],['No tweets found']
27,in-the-red,https://www.abc.net.au/news/2018-11-02/fact-check-pauline-hanson-refugees-nauru/10456650,False,,"['These ones that are there have not proven themselves to be genuine refugees to warrant them coming to Australia,']",['No tweets found']
28,in-the-red,https://www.abc.net.au/news/2018-10-26/fact-check-was-bob-katter-independent-candidates/10404508,False,,"['You are watching the future,', ""You are watching the future and you're still not getting the message ... They're just not going to vote for you anymore."", 'When I became an independent 12, 15 years ago, no independent had ever got re-elected, ever, so I was walking over an open grave... Now, we get re-elected all the time.', 'That election , Ted Mack and the member from Orange Peter Andren, got re-elected. First time ever.']","['www.twitter.com/doolaladida/status/1040502014759890944', 'No tweets found', 'No tweets found', 'No tweets found']"
29,in-the-red,https://www.abc.net.au/news/2018-10-16/fact-check-did-the-government-cut-aged-care-funding/10363758,False,,"['quality of care provided to older Australians, and the extent of substandard care', ""Yesterday, the Prime Minister stated: 'We are committed to providing older Australians with access to care that supports their dignity …'""]","['No tweets found', 'No tweets found']"
30,in-the-red,https://www.abc.net.au/news/2018-10-11/fact-check-australia-population-growth-rate/10342960,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
31,in-the-red,https://www.abc.net.au/news/2018-10-04/fact-check-queensland-abortion-laws-unrestricted-access/10264402,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
32,in-the-red,https://www.abc.net.au/news/2018-08-24/fact-check-fraser-anning-muslims-not-working-welfare/10139350,True,"['Twitter to campaign against those migrants and asylum seekers he claims come to Australia ""for a life of permanent handouts"".']","['a majority of Muslims in Australia of working age do not work and live on welfare', 'for a life of permanent handouts']","['No tweets found', 'No tweets found']"
33,in-the-red,https://www.abc.net.au/news/2018-08-23/fact-check-fraser-anning-university-places-international-student/10147364,False,,"['critical problem', 'Student visas should be drastically reduced in number,', 'This will create more university places for Australians, whose parents have actually paid for the universities with their taxes in the first place.', 'just factually wrong', 'If anything they subsidise Australian students,']","['www.twitter.com/dsmart/status/1029746015849664512', 'No tweets found', 'No tweets found', 'www.twitter.com/SteveJoffe/status/1026650068131172352', 'No tweets found']"
34,in-the-red,https://www.abc.net.au/news/2018-08-21/fact-check-fraser-anning-muslim-crime-nsw-victoria/10133028,False,,"['vastly exceeding other immigrant groups', 'Muslims in NSW and Victoria are three times more likely than other groups to be convicted of crimes,']","['No tweets found', 'No tweets found']"
35,in-the-red,https://www.abc.net.au/news/2018-06-04/fact-check-muslim-workforce/9800656,True,"['tweetedon May 11: ""It\'s no coincidence 56 per cent of Australia\'s working-age Muslims are not in the labour force.']","['for a life of permanent handouts', ""Free welfare and public housing attracts the very worst type of migrants: transnational parasites who travel not in search of opportunity, but in search of a free ride at everyone else's expense."", 'so-called refugees who just want to jump on the welfare gravy train', ""It's no coincidence 56 per cent of Australia's working-age Muslims are not in the labour force.""]","['No tweets found', 'No tweets found', 'No tweets found', 'www.twitter.com/WrongRex/status/994956684320632832']"
36,in-the-red,https://www.abc.net.au/news/2018-04-25/fact-check-posthumously-promoting-john-monash-to-field-marshal/9691170,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
37,in-the-red,https://www.abc.net.au/news/2018-04-05/fact-check-were-400-white-south-african-farmers-murdered-year/9591724,False,,"['special attention', 'there is a very serious situation developing in South Africa. Something like 400 white farmers have been murdered, brutally murdered, over the last 12 months', 'In the last year more than 400 white farmers have been killed.']","['www.twitter.com/CitywatchBot/status/981295159257202693', 'www.twitter.com/themarkjacka/status/975550396427988992', 'No tweets found']"
38,in-the-red,https://www.abc.net.au/news/2018-03-23/fact-check-over-the-counter-prescription-only-codeine/9522916,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
39,in-the-red,https://www.abc.net.au/news/2018-03-20/fact-check-flora-and-fauna-1967-referendum/9550650,True,['Twitter to suggest this claim should be fact-checked.'],['My mother was born in 1965 and she was not considered a human being until the referendum came through from the flora and fauna act in 1967.'],['No tweets found']
40,in-the-red,https://www.abc.net.au/news/2018-02-23/fact-check-gambling-jobs-tasmania/9454362,False,,"['2,375 poker machines from 97 Tasmanian pubs and clubs', 'The impact of taking poker machines out of pubs and clubs would cost thousands of jobs, and the industry, as you know, have said that they  estimate that around 5,000 jobs would be affected,']","['No tweets found', 'No tweets found']"
41,in-the-red,https://www.abc.net.au/news/2017-12-21/fact-check-george-brandis-refugees-per-capita/9241276,False,,"['stopping the boats', 'ridiculous', 'Australia, per capita, runs the most generous refugee and humanitarian migration program in the world,', 'And the reason the Australian people are willing ... to be so generous is they know that it is the Government that decides who comes here and how they come.']","['www.twitter.com/fabiovelo/status/934669488724643841', 'www.twitter.com/TC_in_AthensGA/status/943406482195918848', 'No tweets found', 'No tweets found']"
42,in-the-red,https://www.abc.net.au/news/2017-11-30/fact-check-does-a-crocodile-kill-someone-every-three-months-/9202902,False,,"['entitled to their sexual proclivities, let there be a thousand blossoms bloom', 'Because in the meantime, every three months a person is torn to pieces by a crocodile in north Queensland,']","['www.twitter.com/Incident_Alerts/status/932214147722256384', 'www.twitter.com/richard_overell/status/932134261317971968']"
43,in-the-red,https://www.abc.net.au/news/2017-11-10/fact-check-do-assisted-dying-laws-lead-to-a-slippery-slope/9116640,False,,"['the safest, and most conservative model in the world', 'once termination of life is authorised the threshold is crossed. From that point it is much easier to liberalise the conditions governing the law', 'slippery slope', 'The experience of overseas jurisdictions suggests the pressures for further liberalisation are irresistible.']","['No tweets found', 'No tweets found', 'www.twitter.com/Iam_Beyondit/status/928475356323024896', 'No tweets found']"
44,in-the-red,https://www.abc.net.au/news/2017-10-30/fact-check-same-sex-marriage-and-uk-curriculum/9087024,False,,"['consequences that flow', ""And we've seen that just last week, when Theresa May in the UK said that one of her greatest achievements in her parliamentary career was legalising same-sex marriage. And the next step now is to ensure that there is LGBTI sex education in all schools — not just government schools, all schools.""]","['www.twitter.com/Mel_BrooksSA/status/905658732125626369', 'Quoted claim exceeds 280 characters']"
45,in-the-red,https://www.abc.net.au/news/2017-10-11/fact-check-are-there-more-women-in-federal-cabinet-than-ever/9033650,True,"['Twitter,she saidit ""eemed Mr Turnbull lied"" and that there were in fact more women in cabinet during the last Labor government.']","['... and of course I have more women in my cabinet than any previous government.', 'eemed Mr Turnbull lied']","['No tweets found', 'No tweets found']"
46,in-the-red,https://www.abc.net.au/news/2017-09-18/fact-check-mandatory-drug-testing-for-welfare-recipients/8948840,False,,"['Evidence shows that mandated drug testing and treatment can actually have a pretty strong behavioural effect,', ""There's lots of evidence that suggests that behavioural change can grow around drug testing regimes.""]","['No tweets found', 'No tweets found']"
47,in-the-red,https://www.abc.net.au/news/2017-08-25/fact-check-english-speaking-countries-same-sex-marriage/8827842,False,,['advanced English-speaking country'],['www.twitter.com/cruelworId/status/894815453448552449']
48,in-the-red,https://www.abc.net.au/news/2017-08-17/fact-check-corolla-emissions-comparison-uk-australia/8805598,False,,"[""we're one of the very few countries that doesn't have mandatory emission standards ... The Toyota Corolla that you'll buy in the UK is half as polluting as the Toyota Corolla you'll buy here in Australia because of the absence of those very basic regulations""]",['Quoted claim exceeds 280 characters']
49,in-the-red,https://www.abc.net.au/news/2017-08-10/fact-check-were-refugees-supposed-to-be-resettled-in-australia/8775992,True,"['tweeted: ""July 2013 Agreement with PNG was for 1year only.']","[""July 2013 Agreement with PNG was for 1year only.Refugees should've been resettled in Oz by Abbott/Turnbull 3 yrs ago""]",['www.twitter.com/MrKRudd/status/887504358493097984']
50,in-the-red,https://www.abc.net.au/news/2017-07-24/fact-check-have-700000-of-the-poorest-workers-received-pay-cut/8694966,False,,"['on Sunday, in fact, this penalty rate cut will take effect – 700,000 of the poorest-paid people in the country are going to have an effective pay cut', 'If we get elected we will reverse the unilateral cuts to penalty rates covering 700,000 low paid Australian workers.']","['No tweets found', 'No tweets found']"
51,in-the-red,https://www.abc.net.au/news/2017-06-14/fact-check-do-taxpayers-subsidise-over-half-higher-education/8605406,False,,"['in higher education, we are launching a fairer system, with students asked to pay a bit more for their own education costs', ""However taxpayers will continue to subsidise more than half the cost of each student's higher education.""]","['www.twitter.com/2ser/status/861880649317101568', 'www.twitter.com/2ser/status/861880804389003264']"
52,in-the-red,https://www.abc.net.au/news/2017-06-08/fact-check-has-turnbull-announced-a-tax-cut-for-millionaires/8542472,True,['Twitter feed.'],"['millionaires', 'millionaires']","['www.twitter.com/janet_gardener/status/872399706172817409', 'www.twitter.com/janet_gardener/status/872399706172817409']"
53,in-the-red,https://www.abc.net.au/news/2017-06-05/fact-check-has-the-government-cut-22bn-from-schools/8526768,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
54,in-the-red,https://www.abc.net.au/news/2016-06-24/fact-check-labors-economic-plan/7512106,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
55,in-the-red,https://www.abc.net.au/news/2016-06-14/fact-check-is-labor-responsible-for-a-record-deficit/7495860,False,,"['Labor when they came into government in 2007 inherited a $20 billion surplus and turned that into a record deficit,', 'a record deficit']","['No tweets found', 'www.twitter.com/richcasa/status/728256217274011649']"
56,in-the-red,https://www.abc.net.au/news/2016-06-08/fact-check-do-emissions-always-rise-under-the-coalition/7466354,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
57,in-the-red,https://www.abc.net.au/news/2016-06-02/fact-check-are-there-over-a-million-457s-out-there/7463706,False,,"[""We have over a million 457s out there, and that's another reason why we don't have jobs here,"", 'out there']","['No tweets found', 'www.twitter.com/AltPixarDad/status/737963400689528832']"
58,in-the-red,https://www.abc.net.au/news/2016-05-13/fact-check-bill-shorten-budget-2016/7400702,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
59,in-the-red,https://www.abc.net.au/news/2016-05-12/fact-check-is-the-government-not-yet-in-caretaker-mode/7409042,False,,[],[]
60,in-the-red,https://www.abc.net.au/news/2016-04-27/will-building-workers-have-less-rights-than-ice-dealers-abcc/7340868,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
61,in-the-red,https://www.abc.net.au/news/2016-03-17/fact-check-did-some-crossbenchers-get-more-votes-than-ministers/7255276,False,,[],[]
62,in-the-red,https://www.abc.net.au/news/2016-02-11/fact-check-do-women-sleeping-rough-outnumber-army-soldiers/7132982,False,,"[""Tonight... there are 30,000 women — that's more women than all of the soldiers in the regular Australian Army — who are sleeping rough on the streets of Australia. There are another 100,000 men who are sleeping rough,""]",['Quoted claim exceeds 280 characters']
63,in-the-red,https://www.abc.net.au/news/2015-12-02/fact-check-turnbull-per-capita-emissions-brazil/6968620,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
64,in-the-red,https://www.abc.net.au/news/2015-11-18/fact-check-was-super-designed-to-get-people-off-the-pension/6923582,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
65,in-the-red,https://www.abc.net.au/news/2015-10-30/is-nauru-virtually-a-failed-state/6869648,False,,"['failed state', 'virtually', 'there is no single and inarguable definition', 'a failed state can be defined as one where the institutions of government are absent or ineffective, there is lawlessness and the basic needs of the community are not met', 'entirely propped up by foreign aid', 'careful', 'virtually', 'Nauru obviously does not meet the technical definition of failed state', 'virtually', 'almost', 'nearly', 'close to', 'virtually a failed state']","['www.twitter.com/vtripolitakis/status/659324368443412480', 'www.twitter.com/loosebool/status/659630917300850688', 'No tweets found', 'No tweets found', 'No tweets found', 'www.twitter.com/svt___54/status/659651543604400128', 'www.twitter.com/loosebool/status/659630917300850688', 'No tweets found', 'www.twitter.com/loosebool/status/659630917300850688', 'www.twitter.com/AfroRose_/status/659653940884152320', 'www.twitter.com/Dsclmr/status/659652960880734208', 'www.twitter.com/DevilinPixy/status/659652385476911104', 'www.twitter.com/dvarets/status/654111866332037123']"
66,in-the-red,https://www.abc.net.au/news/2015-10-28/fact-check-direct-action-vs-carbon-tax/6847234,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
67,in-the-red,https://www.abc.net.au/news/2015-10-14/do-eight-of-ten-taxpayers-fund-welfare-bill/6822840,False,,[],[]
68,in-the-red,https://www.abc.net.au/news/2015-10-02/fact-check-alcohol-advertising-and-misuse-children/6729232,False,,"['The health recommendations are clear. They are even in alcohol industry material and websites. The age limits are there for good reason, including both immediate and long term harms,', 'excessive alcohol use', 'alcohol misuse', ' includes underage drinking,', ""Drinking alcohol in adolescence can be harmful to young people's physical and psychosocial development. Alcohol-related damage to the brain can be responsible for memory problems, an inability to learn, problems with verbal skills, alcohol dependence and depression.""]","['No tweets found', 'www.twitter.com/WiscSurgery/status/631913371370147840', 'www.twitter.com/harris_kirsteen/status/645871026216300544', 'No tweets found', 'Quoted claim exceeds 280 characters']"
69,in-the-red,https://www.abc.net.au/news/2015-08-17/joe-hockey-550-electricity-prices-carbon-tax-fact-check/6668552,False,,[],[]
70,in-the-red,https://www.abc.net.au/news/2015-07-09/commuting-times-travel-shorten/6592510,False,,[],[]
71,in-the-red,https://www.abc.net.au/news/2015-07-02/constitutional-referendum-fact-check-langton/6534674,False,,['the majority of Australians'],['www.twitter.com/janet_rice/status/611424325002903552']
72,in-the-red,https://www.abc.net.au/news/2015-05-27/how-does-scrapping-the-gst-on-tampons-work/6500774,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
73,in-the-red,https://www.abc.net.au/news/2015-05-26/source-of-illicit-guns-in-australia/6483762,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
74,in-the-red,https://www.abc.net.au/news/2015-05-08/panadol-on-the-pbs/6434462,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
75,in-the-red,https://www.abc.net.au/news/2015-04-14/fact-check-does-halal-certification-fund-terrorism/6383238,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
76,in-the-red,https://www.abc.net.au/news/2015-04-02/fact-check3a-do-the-states-and-territories-need-to-agree-to-ch/6359212,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
77,in-the-red,https://www.abc.net.au/news/2015-03-26/fact-check3a-did-the-nsw-libs-cut-243-billion-from-health3f/6301402,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
78,in-the-red,https://www.abc.net.au/news/2015-03-18/fact-check--australia27s-economic-inheritance/6162670,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
79,in-the-red,https://www.abc.net.au/news/2015-02-11/fact-check3a-did-labor-cut-246.6-billion-from-higher-educatio/5952452,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
80,in-the-red,https://www.abc.net.au/news/2015-02-04/hockey-tax/6066142,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
81,in-the-red,https://www.abc.net.au/news/2015-01-27/fact-check-qld-crime-rates-newman/6009168,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
82,in-the-red,https://www.abc.net.au/news/2014-11-07/no-adverse-changes-to-superannuation-promise-check/5734364,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
83,in-the-red,https://www.abc.net.au/news/2014-11-07/week-every-year-in-indigenous-community-promise-check/5696364,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
84,in-the-red,https://www.abc.net.au/news/2014-11-07/customs-vessell-whaling-promise-check/5695220,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
85,in-the-red,https://www.abc.net.au/news/2014-11-07/cost-benefit-analysis-promise-check/5850038,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
86,in-the-red,https://www.abc.net.au/news/2014-10-22/red-cross-ebola-funding-peter-dutton-misleading-fact-check/5826522,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
87,in-the-red,https://www.abc.net.au/news/2014-10-03/war-not-a-mission-abbott-incorrect-on-iraq-action-fact-check/5772316,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
88,in-the-red,https://www.abc.net.au/news/2014-09-13/peter-dutton-dementia-facts-flawed/5734256,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
89,in-the-red,https://www.abc.net.au/news/2014-09-12/tony-abbott-incorrect-on-impact-of-superannuation-changes/5715698,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
90,in-the-red,https://www.abc.net.au/news/2014-09-09/clive-palmer-wrong-superannuation-access/5721968,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
91,in-the-red,https://www.abc.net.au/news/2014-08-25/jacqui-lambie-defence-spending-fact-check/5681688,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
92,in-the-red,https://www.abc.net.au/news/2014-08-12/rupert-murdoch-misleading-north-south-poles/5604656,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
93,in-the-red,https://www.abc.net.au/news/2014-07-27/no-tax-increases-promise-check/5429922,Error while scraping article url. Check article format,['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format'],['Error while scraping article url. Check article format']
