,Article Type,URL,Has Tweet Source?,Location Tweet Source
123,in-the-red,https://www.abc.net.au/news/2013-11-26/barry-ofarrell-wrong-on-proceeds-of-crime/5088132,False,
124,in-the-red,https://www.abc.net.au/news/2013-11-21/chris-bowen-wrong-self-education-expenses/5099582,False,
125,in-the-red,https://www.abc.net.au/news/2013-11-20/is-it-cheaper-for-mps-to-fly-vip-jets/5086058,False,
126,in-the-red,https://www.abc.net.au/news/2013-11-18/greens-mp-adam-bandt-csiro-job-cuts/5086844,False,
127,in-the-red,https://www.abc.net.au/news/2013-11-08/queensland-bikie-laws-nicholas-cowdery/5068448,False,
128,in-the-red,https://www.abc.net.au/news/2013-11-06/christopher-pyne-student-outcomes-western-australia/5063342,False,
129,in-the-red,https://www.abc.net.au/news/2013-11-01/tony-abbott-incorrect-history-marriage/5053844,False,
130,in-the-red,https://www.abc.net.au/news/2013-10-25/tanya-plibersek-wrong-on-women-in-cabinet/5038372,False,
131,in-the-red,https://www.abc.net.au/news/2013-10-11/anthony-albanese-mp-entitlements/5012086,False,
132,in-the-red,https://www.abc.net.au/news/2013-10-01/greg-hunt-carbon-emissions-misleading/4989750,False,
133,in-the-red,https://www.abc.net.au/news/2013-09-20/ad-spending-claims-pure-campaign-spin/4966426,False,
134,in-the-red,https://www.abc.net.au/news/2013-09-16/palmer-tax-instalments/4951312,False,
135,in-the-red,https://www.abc.net.au/news/2013-09-13/assad-sarin-gas-attack-claim-implausible/4951502,False,
136,in-the-red,https://www.abc.net.au/news/2013-09-12/costello-foreign-aid-cuts-claim-not-credible/4949042,False,
137,in-the-red,https://www.abc.net.au/news/2013-09-04/kevin-rudd-parental-leave-child-care-comparison-incorrect/4908332,False,
138,in-the-red,https://www.abc.net.au/news/2013-08-29/clive-palmer-wrong-asylum-seekers-pensioners/4917836,False,
139,in-the-red,https://www.abc.net.au/news/2013-08-26/clive-palmer-wrong-on-infant-mortality-rates/4912238,False,
140,in-the-red,https://www.abc.net.au/news/2013-08-23/rudd-wrong-on-abbotts-$1b-hospital-funding-cut/4906242,False,
